Sex;Provinces;Rates;Periodo;Total
Females;24 León;Employment rate;2010QII;37.09
Females;24 León;Employment rate;2010QI;35.98
Females;24 León;Employment rate;2009QIV;36.33
Females;24 León;Employment rate;2009QIII;35.53
Females;24 León;Employment rate;2009QII;37.07
Females;24 León;Employment rate;2009QI;36.3
Females;24 León;Employment rate;2008QIV;36.96
Females;24 León;Employment rate;2008QIII;37.21
Females;24 León;Employment rate;2008QII;35.88
Females;24 León;Employment rate;2008QI;38.07
Females;24 León;Employment rate;2007QIV;38.8
Females;24 León;Employment rate;2007QIII;37.76
Females;24 León;Employment rate;2007QII;38.35
Females;24 León;Employment rate;2007QI;37.04
Females;24 León;Employment rate;2006QIV;36.23
Females;24 León;Employment rate;2006QIII;36.65
Females;24 León;Employment rate;2006QII;33.83
Females;24 León;Employment rate;2006QI;33.49
Females;24 León;Employment rate;2005QIV;34.81
Females;24 León;Employment rate;2005QIII;34.95
Females;24 León;Employment rate;2005QII;32.37
Females;24 León;Employment rate;2005QI;31.12
Females;24 León;Employment rate;2004QIV;30.56
Females;24 León;Employment rate;2004QIII;29.79
Females;24 León;Employment rate;2004QII;27.9
Females;24 León;Employment rate;2004QI;28.22
Females;24 León;Employment rate;2003QIV;28.53
Females;24 León;Employment rate;2003QIII;27.91
Females;24 León;Employment rate;2003QII;26.62
Females;24 León;Employment rate;2003QI;27.02
Females;24 León;Employment rate;2002QIV;27.7
Females;24 León;Employment rate;2002QIII;27.85
Females;24 León;Employment rate;2002QII;26.31
Females;24 León;Employment rate;2002QI;26.15
Females;25 Lleida;Activity rate;2023QII;52.69
Females;25 Lleida;Activity rate;2023QI;50.36
Females;25 Lleida;Activity rate;2022QIV;54.25
Females;25 Lleida;Activity rate;2022QIII;54.12
Females;25 Lleida;Activity rate;2022QII;54.57
Females;25 Lleida;Activity rate;2022QI;53.41
Females;25 Lleida;Activity rate;2021QIV;56.57
Females;25 Lleida;Activity rate;2021QIII;57.11
Females;25 Lleida;Activity rate;2021QII;56.22
Females;25 Lleida;Activity rate;2021QI;59.59
Females;25 Lleida;Activity rate;2020QIV;58.47
Females;25 Lleida;Activity rate;2020QIII;57.57
Females;25 Lleida;Activity rate;2020QII;53.32
Females;25 Lleida;Activity rate;2020QI;58.38
Females;25 Lleida;Activity rate;2019QIV;60.19
Females;25 Lleida;Activity rate;2019QIII;56.06
Females;25 Lleida;Activity rate;2019QII;55.58
Females;25 Lleida;Activity rate;2019QI;55.87
Females;25 Lleida;Activity rate;2018QIV;57.47
Females;25 Lleida;Activity rate;2018QIII;53.1
Females;25 Lleida;Activity rate;2018QII;54.2
Females;25 Lleida;Activity rate;2018QI;54.59
Females;25 Lleida;Activity rate;2017QIV;55.11
Females;25 Lleida;Activity rate;2017QIII;54.54
Females;25 Lleida;Activity rate;2017QII;51.87
Females;25 Lleida;Activity rate;2017QI;52.56
Females;25 Lleida;Activity rate;2016QIV;53.32
Females;25 Lleida;Activity rate;2016QIII;52.37
Females;25 Lleida;Activity rate;2016QII;53.06
Females;25 Lleida;Activity rate;2016QI;55.44
Females;25 Lleida;Activity rate;2015QIV;56.65
Females;25 Lleida;Activity rate;2015QIII;58.59
Females;25 Lleida;Activity rate;2015QII;55.42
Females;25 Lleida;Activity rate;2015QI;54.73
Females;25 Lleida;Activity rate;2014QIV;55.91
Females;25 Lleida;Activity rate;2014QIII;54.38
Females;25 Lleida;Activity rate;2014QII;55.54
Females;25 Lleida;Activity rate;2014QI;52.85
Females;25 Lleida;Activity rate;2013QIV;56.72
Females;25 Lleida;Activity rate;2013QIII;56.95
Females;25 Lleida;Activity rate;2013QII;56.26
Females;25 Lleida;Activity rate;2013QI;56.58
Females;25 Lleida;Activity rate;2012QIV;55.58
Females;25 Lleida;Activity rate;2012QIII;54.28
Females;25 Lleida;Activity rate;2012QII;57.04
Females;25 Lleida;Activity rate;2012QI;54.11
Females;25 Lleida;Activity rate;2011QIV;55.18
Females;25 Lleida;Activity rate;2011QIII;53.71
Females;25 Lleida;Activity rate;2011QII;55.73
Females;25 Lleida;Activity rate;2011QI;54.07
Females;25 Lleida;Activity rate;2010QIV;51.7
Females;25 Lleida;Activity rate;2010QIII;52
Females;25 Lleida;Activity rate;2010QII;52.17
Females;25 Lleida;Activity rate;2010QI;52.38
Females;25 Lleida;Activity rate;2009QIV;53.14
Females;25 Lleida;Activity rate;2009QIII;55.2
Females;25 Lleida;Activity rate;2009QII;51
Females;25 Lleida;Activity rate;2009QI;55.61
Females;25 Lleida;Activity rate;2008QIV;55.73
Females;25 Lleida;Activity rate;2008QIII;56.22
Females;25 Lleida;Activity rate;2008QII;53.04
Females;25 Lleida;Activity rate;2008QI;51.48
Females;25 Lleida;Activity rate;2007QIV;49.92
Females;25 Lleida;Activity rate;2007QIII;51.6
Females;25 Lleida;Activity rate;2007QII;49.59
Females;25 Lleida;Activity rate;2007QI;47.49
Females;25 Lleida;Activity rate;2006QIV;48.87
Females;25 Lleida;Activity rate;2006QIII;52.26
Females;25 Lleida;Activity rate;2006QII;50.78
Females;25 Lleida;Activity rate;2006QI;47.63
Females;25 Lleida;Activity rate;2005QIV;49.35
Females;25 Lleida;Activity rate;2005QIII;48.44
Females;25 Lleida;Activity rate;2005QII;49.34
Females;25 Lleida;Activity rate;2005QI;48.29
Females;25 Lleida;Activity rate;2004QIV;46.28
Females;25 Lleida;Activity rate;2004QIII;45.85
Females;25 Lleida;Activity rate;2004QII;44.29
Females;25 Lleida;Activity rate;2004QI;40.18
Females;25 Lleida;Activity rate;2003QIV;41.8
Females;25 Lleida;Activity rate;2003QIII;41.6
Females;25 Lleida;Activity rate;2003QII;40.86
Females;25 Lleida;Activity rate;2003QI;41.86
Females;25 Lleida;Activity rate;2002QIV;40.92
Females;25 Lleida;Activity rate;2002QIII;40.81
Females;25 Lleida;Activity rate;2002QII;41.73
Females;25 Lleida;Activity rate;2002QI;41.34
Females;25 Lleida;Unemployment rate;2023QII;9.58
Females;25 Lleida;Unemployment rate;2023QI;7.85
Females;25 Lleida;Unemployment rate;2022QIV;10.23
Females;25 Lleida;Unemployment rate;2022QIII;11.7
Females;25 Lleida;Unemployment rate;2022QII;12.13
Females;25 Lleida;Unemployment rate;2022QI;8.42
Females;25 Lleida;Unemployment rate;2021QIV;13.98
Females;25 Lleida;Unemployment rate;2021QIII;14.02
Females;25 Lleida;Unemployment rate;2021QII;10.55
Females;25 Lleida;Unemployment rate;2021QI;15.46
Females;25 Lleida;Unemployment rate;2020QIV;9.5
Females;25 Lleida;Unemployment rate;2020QIII;8.75
Females;25 Lleida;Unemployment rate;2020QII;11.75
Females;25 Lleida;Unemployment rate;2020QI;8.38
Females;25 Lleida;Unemployment rate;2019QIV;11.49
Females;25 Lleida;Unemployment rate;2019QIII;7.01
Females;25 Lleida;Unemployment rate;2019QII;9.11
Females;25 Lleida;Unemployment rate;2019QI;11.98
Females;25 Lleida;Unemployment rate;2018QIV;12.99
Females;25 Lleida;Unemployment rate;2018QIII;10.05
Females;25 Lleida;Unemployment rate;2018QII;12.31
Females;25 Lleida;Unemployment rate;2018QI;10.87
Females;25 Lleida;Unemployment rate;2017QIV;11
Females;25 Lleida;Unemployment rate;2017QIII;14.67
Females;25 Lleida;Unemployment rate;2017QII;14.82
Females;25 Lleida;Unemployment rate;2017QI;14.56
Females;25 Lleida;Unemployment rate;2016QIV;11.99
Females;25 Lleida;Unemployment rate;2016QIII;11.39
Females;25 Lleida;Unemployment rate;2016QII;14.04
Females;25 Lleida;Unemployment rate;2016QI;18.46
Females;25 Lleida;Unemployment rate;2015QIV;15.75
Females;25 Lleida;Unemployment rate;2015QIII;17.36
Females;25 Lleida;Unemployment rate;2015QII;17.49
Females;25 Lleida;Unemployment rate;2015QI;19.54
Females;25 Lleida;Unemployment rate;2014QIV;17.27
Females;25 Lleida;Unemployment rate;2014QIII;15.12
Females;25 Lleida;Unemployment rate;2014QII;17.53
Females;25 Lleida;Unemployment rate;2014QI;16.5
Females;25 Lleida;Unemployment rate;2013QIV;16.79
Females;25 Lleida;Unemployment rate;2013QIII;14.16
Females;25 Lleida;Unemployment rate;2013QII;18.15
Females;25 Lleida;Unemployment rate;2013QI;17.66
Females;25 Lleida;Unemployment rate;2012QIV;17.6
Females;25 Lleida;Unemployment rate;2012QIII;13.85
Females;25 Lleida;Unemployment rate;2012QII;17.96
Females;25 Lleida;Unemployment rate;2012QI;17.17
Females;25 Lleida;Unemployment rate;2011QIV;20.24
Females;25 Lleida;Unemployment rate;2011QIII;12.7
Females;25 Lleida;Unemployment rate;2011QII;10.65
Females;25 Lleida;Unemployment rate;2011QI;12.53
Females;25 Lleida;Unemployment rate;2010QIV;15.71
Females;25 Lleida;Unemployment rate;2010QIII;14.38
Females;25 Lleida;Unemployment rate;2010QII;15.71
Females;25 Lleida;Unemployment rate;2010QI;13.97
Females;25 Lleida;Unemployment rate;2009QIV;13.06
Females;25 Lleida;Unemployment rate;2009QIII;13.91
Females;25 Lleida;Unemployment rate;2009QII;8.95
Females;25 Lleida;Unemployment rate;2009QI;10.55
Females;25 Lleida;Unemployment rate;2008QIV;9.8
Females;25 Lleida;Unemployment rate;2008QIII;7.07
Females;25 Lleida;Unemployment rate;2008QII;4.66
Females;25 Lleida;Unemployment rate;2008QI;7.53
Females;25 Lleida;Unemployment rate;2007QIV;2.2
Females;25 Lleida;Unemployment rate;2007QIII;3.75
Females;25 Lleida;Unemployment rate;2007QII;2.79
Females;25 Lleida;Unemployment rate;2007QI;5.26
Females;25 Lleida;Unemployment rate;2006QIV;5.95
Females;25 Lleida;Unemployment rate;2006QIII;9.74
Females;25 Lleida;Unemployment rate;2006QII;10.42
Females;25 Lleida;Unemployment rate;2006QI;10.51
Females;25 Lleida;Unemployment rate;2005QIV;9.39
Females;25 Lleida;Unemployment rate;2005QIII;10.01
Females;25 Lleida;Unemployment rate;2005QII;8.69
Females;25 Lleida;Unemployment rate;2005QI;6.88
Females;25 Lleida;Unemployment rate;2004QIV;6.27
Females;25 Lleida;Unemployment rate;2004QIII;4
Females;25 Lleida;Unemployment rate;2004QII;8.06
Females;25 Lleida;Unemployment rate;2004QI;4.15
Females;25 Lleida;Unemployment rate;2003QIV;8.85
Females;25 Lleida;Unemployment rate;2003QIII;10.46
Females;25 Lleida;Unemployment rate;2003QII;9.46
Females;25 Lleida;Unemployment rate;2003QI;7.29
Females;25 Lleida;Unemployment rate;2002QIV;10.43
Females;25 Lleida;Unemployment rate;2002QIII;10.35
Females;25 Lleida;Unemployment rate;2002QII;12.51
Females;25 Lleida;Unemployment rate;2002QI;9.68
Females;25 Lleida;Employment rate;2023QII;47.64
Females;25 Lleida;Employment rate;2023QI;46.41
Females;25 Lleida;Employment rate;2022QIV;48.7
Females;25 Lleida;Employment rate;2022QIII;47.79
Females;25 Lleida;Employment rate;2022QII;47.95
Females;25 Lleida;Employment rate;2022QI;48.91
Females;25 Lleida;Employment rate;2021QIV;48.66
Females;25 Lleida;Employment rate;2021QIII;49.1
Females;25 Lleida;Employment rate;2021QII;50.29
Females;25 Lleida;Employment rate;2021QI;50.37
Females;25 Lleida;Employment rate;2020QIV;52.91
Females;25 Lleida;Employment rate;2020QIII;52.53
Females;25 Lleida;Employment rate;2020QII;47.06
Females;25 Lleida;Employment rate;2020QI;53.49
Females;25 Lleida;Employment rate;2019QIV;53.27
Females;25 Lleida;Employment rate;2019QIII;52.13
Females;25 Lleida;Employment rate;2019QII;50.51
Females;25 Lleida;Employment rate;2019QI;49.18
Females;25 Lleida;Employment rate;2018QIV;50
Females;25 Lleida;Employment rate;2018QIII;47.77
Females;25 Lleida;Employment rate;2018QII;47.53
Females;25 Lleida;Employment rate;2018QI;48.66
Females;25 Lleida;Employment rate;2017QIV;49.05
Females;25 Lleida;Employment rate;2017QIII;46.54
Females;25 Lleida;Employment rate;2017QII;44.18
Females;25 Lleida;Employment rate;2017QI;44.9
Females;25 Lleida;Employment rate;2016QIV;46.93
Females;25 Lleida;Employment rate;2016QIII;46.41
Females;25 Lleida;Employment rate;2016QII;45.61
Females;25 Lleida;Employment rate;2016QI;45.21
Females;25 Lleida;Employment rate;2015QIV;47.73
Females;25 Lleida;Employment rate;2015QIII;48.42
Females;25 Lleida;Employment rate;2015QII;45.73
Females;25 Lleida;Employment rate;2015QI;44.04
Females;25 Lleida;Employment rate;2014QIV;46.26
Females;25 Lleida;Employment rate;2014QIII;46.15
Females;25 Lleida;Employment rate;2014QII;45.81
Females;25 Lleida;Employment rate;2014QI;44.13
Females;25 Lleida;Employment rate;2013QIV;47.2
Females;25 Lleida;Employment rate;2013QIII;48.89
Females;25 Lleida;Employment rate;2013QII;46.05
Females;25 Lleida;Employment rate;2013QI;46.59
Females;25 Lleida;Employment rate;2012QIV;45.8
Females;25 Lleida;Employment rate;2012QIII;46.76
Females;25 Lleida;Employment rate;2012QII;46.8
Females;25 Lleida;Employment rate;2012QI;44.82
Females;25 Lleida;Employment rate;2011QIV;44.01
Females;25 Lleida;Employment rate;2011QIII;46.89
Females;25 Lleida;Employment rate;2011QII;49.79
Females;25 Lleida;Employment rate;2011QI;47.3
Females;25 Lleida;Employment rate;2010QIV;43.58
Females;25 Lleida;Employment rate;2010QIII;44.52
Females;25 Lleida;Employment rate;2010QII;43.97
Females;25 Lleida;Employment rate;2010QI;45.06
Females;25 Lleida;Employment rate;2009QIV;46.2
Females;25 Lleida;Employment rate;2009QIII;47.52
Females;25 Lleida;Employment rate;2009QII;46.44
Females;25 Lleida;Employment rate;2009QI;49.75
Females;25 Lleida;Employment rate;2008QIV;50.26
Females;25 Lleida;Employment rate;2008QIII;52.24
Females;25 Lleida;Employment rate;2008QII;50.56
Females;25 Lleida;Employment rate;2008QI;47.61
Females;25 Lleida;Employment rate;2007QIV;48.82
Females;25 Lleida;Employment rate;2007QIII;49.67
Females;25 Lleida;Employment rate;2007QII;48.21
Females;25 Lleida;Employment rate;2007QI;44.99
Females;25 Lleida;Employment rate;2006QIV;45.96
Females;25 Lleida;Employment rate;2006QIII;47.17
Females;25 Lleida;Employment rate;2006QII;45.49
Females;25 Lleida;Employment rate;2006QI;42.63
Females;25 Lleida;Employment rate;2005QIV;44.72
Females;25 Lleida;Employment rate;2005QIII;43.59
Females;25 Lleida;Employment rate;2005QII;45.06
Females;25 Lleida;Employment rate;2005QI;44.96
Females;25 Lleida;Employment rate;2004QIV;43.38
Females;25 Lleida;Employment rate;2004QIII;44.02
Females;25 Lleida;Employment rate;2004QII;40.72
Females;25 Lleida;Employment rate;2004QI;38.52
Females;25 Lleida;Employment rate;2003QIV;38.1
Females;25 Lleida;Employment rate;2003QIII;37.25
Females;25 Lleida;Employment rate;2003QII;37
Females;25 Lleida;Employment rate;2003QI;38.81
Females;25 Lleida;Employment rate;2002QIV;36.65
Females;25 Lleida;Employment rate;2002QIII;36.59
Females;25 Lleida;Employment rate;2002QII;36.51
Females;25 Lleida;Employment rate;2002QI;37.34
Females;27 Lugo;Activity rate;2023QII;51.16
Females;27 Lugo;Activity rate;2023QI;50.64
Females;27 Lugo;Activity rate;2022QIV;49.83
Females;27 Lugo;Activity rate;2022QIII;48.62
Females;27 Lugo;Activity rate;2022QII;50.68
Females;27 Lugo;Activity rate;2022QI;48.32
Females;27 Lugo;Activity rate;2021QIV;47.25
Females;27 Lugo;Activity rate;2021QIII;49.89
Females;27 Lugo;Activity rate;2021QII;48.75
Females;27 Lugo;Activity rate;2021QI;48.84
Females;27 Lugo;Activity rate;2020QIV;47.99
Females;27 Lugo;Activity rate;2020QIII;47.92
Females;27 Lugo;Activity rate;2020QII;46.43
Females;27 Lugo;Activity rate;2020QI;47.55
Females;27 Lugo;Activity rate;2019QIV;48.4
Females;27 Lugo;Activity rate;2019QIII;48.15
Females;27 Lugo;Activity rate;2019QII;47.61
Females;27 Lugo;Activity rate;2019QI;46.64
Females;27 Lugo;Activity rate;2018QIV;48.5
Females;27 Lugo;Activity rate;2018QIII;47.92
Females;27 Lugo;Activity rate;2018QII;48.46
Females;27 Lugo;Activity rate;2018QI;47.28
Females;27 Lugo;Activity rate;2017QIV;46.37
Females;27 Lugo;Activity rate;2017QIII;47.28
Females;27 Lugo;Activity rate;2017QII;47.1
Females;27 Lugo;Activity rate;2017QI;46.14
Females;27 Lugo;Activity rate;2016QIV;45.64
Females;27 Lugo;Activity rate;2016QIII;47.69
Females;27 Lugo;Activity rate;2016QII;48.64
Females;27 Lugo;Activity rate;2016QI;49.34
Females;27 Lugo;Activity rate;2015QIV;49.08
Females;27 Lugo;Activity rate;2015QIII;48.52
Females;27 Lugo;Activity rate;2015QII;46.92
Females;27 Lugo;Activity rate;2015QI;46.79
Females;27 Lugo;Activity rate;2014QIV;46.27
Females;27 Lugo;Activity rate;2014QIII;46.47
Females;27 Lugo;Activity rate;2014QII;47.8
Females;27 Lugo;Activity rate;2014QI;48.85
Females;27 Lugo;Activity rate;2013QIV;47.89
Females;27 Lugo;Activity rate;2013QIII;47.71
Females;27 Lugo;Activity rate;2013QII;47.59
Females;27 Lugo;Activity rate;2013QI;47.12
Females;27 Lugo;Activity rate;2012QIV;46.74
Females;27 Lugo;Activity rate;2012QIII;46.83
Females;27 Lugo;Activity rate;2012QII;47.5
Females;27 Lugo;Activity rate;2012QI;46.78
Females;27 Lugo;Activity rate;2011QIV;47.73
Females;27 Lugo;Activity rate;2011QIII;47.12
Females;27 Lugo;Activity rate;2011QII;46.36
Females;27 Lugo;Activity rate;2011QI;46.75
Females;27 Lugo;Activity rate;2010QIV;46.12
Females;27 Lugo;Activity rate;2010QIII;46.97
Females;27 Lugo;Activity rate;2010QII;46.48
Females;27 Lugo;Activity rate;2010QI;44.77
Females;27 Lugo;Activity rate;2009QIV;44
Females;27 Lugo;Activity rate;2009QIII;44.09
Females;27 Lugo;Activity rate;2009QII;43.78
Females;27 Lugo;Activity rate;2009QI;44.29
Females;27 Lugo;Activity rate;2008QIV;43.52
Females;27 Lugo;Activity rate;2008QIII;45.3
Females;27 Lugo;Activity rate;2008QII;45.46
Females;27 Lugo;Activity rate;2008QI;42.94
Females;27 Lugo;Activity rate;2007QIV;42.6
Females;27 Lugo;Activity rate;2007QIII;42.77
Females;27 Lugo;Activity rate;2007QII;41.98
Females;27 Lugo;Activity rate;2007QI;43.23
Females;27 Lugo;Activity rate;2006QIV;42.29
Females;27 Lugo;Activity rate;2006QIII;43.63
Females;27 Lugo;Activity rate;2006QII;42.47
Females;27 Lugo;Activity rate;2006QI;41.82
Females;27 Lugo;Activity rate;2005QIV;39.81
Females;27 Lugo;Activity rate;2005QIII;37.12
Females;27 Lugo;Activity rate;2005QII;40.73
Females;27 Lugo;Activity rate;2005QI;39.95
Females;27 Lugo;Activity rate;2004QIV;41.06
Females;27 Lugo;Activity rate;2004QIII;41.17
Females;27 Lugo;Activity rate;2004QII;43.64
Females;27 Lugo;Activity rate;2004QI;43.74
Females;27 Lugo;Activity rate;2003QIV;41.85
Females;27 Lugo;Activity rate;2003QIII;41.58
Females;27 Lugo;Activity rate;2003QII;41.97
Females;27 Lugo;Activity rate;2003QI;43.58
Females;27 Lugo;Activity rate;2002QIV;40.81
Females;27 Lugo;Activity rate;2002QIII;39.77
Females;27 Lugo;Activity rate;2002QII;43.19
Females;27 Lugo;Activity rate;2002QI;41.65
Females;27 Lugo;Unemployment rate;2023QII;8.58
Females;27 Lugo;Unemployment rate;2023QI;9.65
Females;27 Lugo;Unemployment rate;2022QIV;9.07
Females;27 Lugo;Unemployment rate;2022QIII;7.81
Females;27 Lugo;Unemployment rate;2022QII;9.19
Females;27 Lugo;Unemployment rate;2022QI;9.61
Females;27 Lugo;Unemployment rate;2021QIV;7.98
Females;27 Lugo;Unemployment rate;2021QIII;7.6
Females;27 Lugo;Unemployment rate;2021QII;9.97
Females;27 Lugo;Unemployment rate;2021QI;8.98
Females;27 Lugo;Unemployment rate;2020QIV;9.71
Females;27 Lugo;Unemployment rate;2020QIII;9.92
Females;27 Lugo;Unemployment rate;2020QII;10.71
Females;27 Lugo;Unemployment rate;2020QI;10.5
Females;27 Lugo;Unemployment rate;2019QIV;11.81
Females;27 Lugo;Unemployment rate;2019QIII;11.33
Females;27 Lugo;Unemployment rate;2019QII;9.25
Females;27 Lugo;Unemployment rate;2019QI;8.86
Females;27 Lugo;Unemployment rate;2018QIV;11.28
Females;27 Lugo;Unemployment rate;2018QIII;9.98
Females;27 Lugo;Unemployment rate;2018QII;11.5
